datetime                     lane speed  length  class   gap   wrong_dir  display  flash
Tue Aug 29 13:23:49 CEST 2017  1     61    48      2    7584      00         0    
Tue Aug 29 13:23:58 CEST 2017  1     47    52      4    8664      00         0    
Tue Aug 29 13:24:01 CEST 2017  1     52    51      2    2520      00         0    
Tue Aug 29 13:24:09 CEST 2017  1     53    51      2    7560      00         0    
Wed Aug 30 03:21:48 CEST 2017  1     54    41      2    65535      00         0    
Sat Sep 02 14:40:00 CEST 2017  2     33    41      2    792      00         0    
Sat Sep 02 14:40:01 CEST 2017  1     47    38      2    3792      00         0    
Sat Sep 02 14:40:02 CEST 2017  2     33    48      2    352      00         0    
Sat Sep 02 14:40:02 CEST 2017  1     49    45      2    936      00         0    
Sat Sep 02 14:40:03 CEST 2017  2     32    77      3    344      00         0    
Sat Sep 02 14:40:05 CEST 2017  2     35    38      2    1736      00         0    
Sat Sep 02 14:40:06 CEST 2017  1     52    41      2    2544      00         0    
Sat Sep 02 14:40:10 CEST 2017  2     51    47      2    4704      00         0    
Sat Sep 02 14:40:13 CEST 2017  2     49    44      2    2608      00         0    
Sat Sep 02 14:40:26 CEST 2017  1     55    43      2    20648      00         0    
Sat Sep 02 14:40:35 CEST 2017  1     57    51      2    8528      00         0    
Sat Sep 02 14:40:44 CEST 2017  2     69    46      2    30200      00         0    
Sat Sep 02 14:40:46 CEST 2017  2     60    46      2    1896      00         0    
Sat Sep 02 14:40:48 CEST 2017  2     56    47      2    1808      00         0    
Sat Sep 02 14:40:51 CEST 2017  1     55    45      2    15472      00         0    
Sat Sep 02 14:40:53 CEST 2017  2     56    39      2    4736      00         0    
Sat Sep 02 14:40:54 CEST 2017  1     52    53      2    2064      00         0    
Sat Sep 02 14:40:55 CEST 2017  1     49    47      2    864      00         0    
Sat Sep 02 14:40:55 CEST 2017  2     52    41      2    1424      00         0    
Sat Sep 02 14:40:57 CEST 2017  2     51    47      2    864      00         0    
Sat Sep 02 14:40:58 CEST 2017  2     47    40      2    1320      00         0    
Sat Sep 02 14:40:59 CEST 2017  2     50    49      2    584      00         0    
Sat Sep 02 14:41:00 CEST 2017  1     56    49      2    4264      00         0    
Sat Sep 02 14:41:01 CEST 2017  2     48    45      2    1496      00         0    
Sat Sep 02 14:41:03 CEST 2017  2     48    49      2    848      00         0    
Sat Sep 02 14:41:04 CEST 2017  2     45    40      2    648      00         0    
Sat Sep 02 14:41:05 CEST 2017  2     43    48      2    520      00         0    
Sat Sep 02 14:41:07 CEST 2017  2     40    38      2    1112      00         0    
Sat Sep 02 14:41:07 CEST 2017  1     56    49      2    7008      00         0    
Sat Sep 02 14:41:08 CEST 2017  2     39    37      2    1040      00         0    
Sat Sep 02 14:41:10 CEST 2017  2     41    44      2    1224      00         0    
Sat Sep 02 14:41:10 CEST 2017  1     53    41      2    2296      00         0    
Sat Sep 02 14:41:28 CEST 2017  1     53    46      2    17512      00         0    
Sat Sep 02 14:41:28 CEST 2017  2     60    51      2    17848      00         0    
Sat Sep 02 15:10:02 CEST 2017  2     59    40      2    21216      00         0    
Sat Sep 02 15:10:03 CEST 2017  1     45    48      2    19896      00         0    
Sat Sep 02 15:10:05 CEST 2017  1     45    43      2    1592      00         0    
Sat Sep 02 15:10:06 CEST 2017  2     50    44      2    2656      00         0    
Sat Sep 02 15:10:11 CEST 2017  1     58    50      2    5656      00         0    
Sat Sep 02 15:10:13 CEST 2017  1     66    46      2    1648      00         0    
Sat Sep 02 15:10:24 CEST 2017  2     54    39      2    17792      00         0    
Sat Sep 02 15:10:28 CEST 2017  1     51    44      2    15064      00         0    
Sat Sep 02 15:10:31 CEST 2017  1     52    52      2    1696      00         0    
Sat Sep 02 15:10:36 CEST 2017  1     50    46      2    5480      00         0    
Sat Sep 02 15:10:41 CEST 2017  1     54    48      2    4656      00         0    
Sat Sep 02 15:10:50 CEST 2017  1     54    45      2    8224      00         0    
Sat Sep 02 15:10:59 CEST 2017  1     46    48      2    8776      00         0    
Sat Sep 02 15:11:01 CEST 2017  1     49    45      2    1120      00         0    
Sat Sep 02 15:11:04 CEST 2017  1     44    63      4    2576      00         0    
Sat Sep 02 15:11:06 CEST 2017  2     55    45      2    42408      00         0    
Sat Sep 02 15:11:09 CEST 2017  2     57    46      2    2096      00         0    
Sat Sep 02 15:11:14 CEST 2017  1     49    42      2    9040      00         0    
Sat Sep 02 15:11:16 CEST 2017  1     45    45      2    1376      00         0    
Sat Sep 02 15:11:17 CEST 2017  2     49    40      2    7368      00         0    
Sat Sep 02 15:11:18 CEST 2017  2     52    54      4    1144      00         0    
Sat Sep 02 15:11:20 CEST 2017  2     49    48      2    1008      00         0    
Sat Sep 02 15:11:22 CEST 2017  2     45    49      2    1432      00         0    
Sat Sep 02 15:11:24 CEST 2017  2     44    49      2    1232      00         0    
Sat Sep 02 15:11:25 CEST 2017  2     43    49      2    1312      00         0    
Sat Sep 02 15:11:26 CEST 2017  1     55    56      2    9800      00         0    
Sat Sep 02 15:11:29 CEST 2017  1     48    47      2    2664      00         0    
Sat Sep 02 15:11:34 CEST 2017  2     59    45      2    7840      00         0    
Sat Sep 02 15:11:35 CEST 2017  2     55    45      2    736      00         0    
Sat Sep 02 15:11:42 CEST 2017  1     54    43      2    12448      00         0    
Sat Sep 02 15:11:46 CEST 2017  1     56    46      2    3272      00         0    
Sat Sep 02 15:11:53 CEST 2017  1     46    47      2    6904      00         0    
Sat Sep 02 15:11:58 CEST 2017  1     44    49      2    4552      00         0    
Sat Sep 02 15:12:00 CEST 2017  2     51    39      2    24448      00         0    
Sat Sep 02 15:12:03 CEST 2017  1     48    41      2    4712      00         0    
Sat Sep 02 15:12:05 CEST 2017  1     43    37      2    888      00         0    
Sat Sep 02 15:12:07 CEST 2017  1     48    44      2    2240      00         0    
Sat Sep 02 15:12:11 CEST 2017  2     51    40      2    10880      00         0    
Sat Sep 02 15:12:21 CEST 2017  1     50    49      2    13040      00         0    
Sat Sep 02 15:12:22 CEST 2017  1     50    44      2    944      00         0    
Sat Sep 02 15:12:26 CEST 2017  2     48    44      2    14480      00         0    
Sat Sep 02 15:12:29 CEST 2017  1     52    49      2    6376      00         0    
Sat Sep 02 15:12:30 CEST 2017  2     45    50      2    3408      00         0    
Sat Sep 02 15:12:31 CEST 2017  2     47    52      2    640      00         0    
Sat Sep 02 15:12:32 CEST 2017  1     55    48      2    2680      00         0    
Sat Sep 02 15:12:49 CEST 2017  1     49    47      2    16376      00         0    
Sat Sep 02 15:12:56 CEST 2017  2     47    39      2    24048      00         0    
Sat Sep 02 15:12:57 CEST 2017  1     43    40      2    7736      00         0    
Sat Sep 02 15:12:57 CEST 2017  2     52    43      2    1528      00         0    
Sat Sep 02 15:13:06 CEST 2017  2     45    43      2    8528      00         0    
Sat Sep 02 15:13:09 CEST 2017  2     49    44      2    2256      00         0    
Sat Sep 02 15:13:14 CEST 2017  2     53    44      2    4488      00         0    
Sat Sep 02 15:13:19 CEST 2017  1     48    40      2    21544      00         0    
Sat Sep 02 15:13:21 CEST 2017  1     45    40      2    872      00         0    
Sat Sep 02 15:13:28 CEST 2017  2     47    39      2    13704      00         0    
Sat Sep 02 15:13:29 CEST 2017  1     66    46      2    7928      00         0    
Sat Sep 02 15:13:53 CEST 2017  1     49    42      2    23232      00         0    
Sat Sep 02 15:13:53 CEST 2017  2     53    47      2    24520      00         0    
Sat Sep 02 15:13:55 CEST 2017  2     52    48      2    968      00         0    
Sat Sep 02 15:13:57 CEST 2017  2     50    47      2    2208      00         0    
Sat Sep 02 15:13:57 CEST 2017  1     65    50      2    4584      00         0    
Sat Sep 02 15:14:01 CEST 2017  1     58    48      2    3552      00         0    
Thu Aug 31 18:10:01 CEST 2017  1     48    50      2    2104      00         0    
Thu Aug 31 18:10:03 CEST 2017  1     51    48      2    1920      00         0    
Thu Aug 31 18:10:05 CEST 2017  1     47    50      2    1008      00         0    
Thu Aug 31 18:10:07 CEST 2017  2     44    51      2    12920      00         0    
Thu Aug 31 18:10:07 CEST 2017  1     49    52      2    1872      00         0    
Thu Aug 31 18:10:10 CEST 2017  1     45    46      2    1656      00         0    
Thu Aug 31 18:10:13 CEST 2017  1     43    45      2    2648      00         0    
Thu Aug 31 18:10:15 CEST 2017  1     42    44      2    1488      00         0    
Thu Aug 31 18:10:25 CEST 2017  1     50    48      2    9304      00         0    
Thu Aug 31 18:10:26 CEST 2017  1     50    43      2    1432      00         0    
Thu Aug 31 18:10:34 CEST 2017  2     69    48      2    27456      00         0    
Thu Aug 31 18:10:37 CEST 2017  1     52    32      2    10824      00         0    
Thu Aug 31 18:10:39 CEST 2017  1     46    40      2    896      00         0    
Thu Aug 31 18:10:43 CEST 2017  1     48    43      2    3928      00         0    
Thu Aug 31 18:10:45 CEST 2017  1     44    43      2    1328      00         0    
Thu Aug 31 18:10:47 CEST 2017  1     46    43      2    1840      00         0    
Thu Aug 31 18:10:50 CEST 2017  1     48    68      3    1776      00         0    
Thu Aug 31 18:10:51 CEST 2017  1     45    44      2    888      00         0    
Thu Aug 31 18:10:55 CEST 2017  1     52    47      2    2832      00         0    
Thu Aug 31 18:11:01 CEST 2017  1     51    47      2    6264      00         0    
Thu Aug 31 18:11:04 CEST 2017  1     51    49      2    2280      00         0    
Thu Aug 31 18:11:06 CEST 2017  2     60    42      2    31632      00         0    
Thu Aug 31 18:11:07 CEST 2017  1     50    41      2    2848      00         0    
Thu Aug 31 18:11:08 CEST 2017  2     60    39      2    1184      00         0    
Thu Aug 31 18:11:10 CEST 2017  1     54    49      2    2448      00         0    
Thu Aug 31 18:11:12 CEST 2017  2     50    85      3    3496      00         0    
Thu Aug 31 18:11:15 CEST 2017  2     52    44      2    2456      00         0    
Thu Aug 31 18:11:23 CEST 2017  1     64    48      2    12144      00         0    
Thu Aug 31 18:11:25 CEST 2017  1     66    46      2    1616      00         0    
Thu Aug 31 18:11:31 CEST 2017  1     72    68      4    5496      00         0    
Thu Aug 31 18:11:43 CEST 2017  1     58    48      2    12224      00         0    
Thu Aug 31 18:11:45 CEST 2017  2     55    48      2    29472      00         0    
Thu Aug 31 18:11:47 CEST 2017  1     52    50      2    3168      00         0    
Thu Aug 31 18:11:47 CEST 2017  2     56    40      2    1792      00         0    
Thu Aug 31 18:11:53 CEST 2017  2     50    44      2    4976      00         0    
Thu Aug 31 18:11:57 CEST 2017  1     48    38      2    10224      00         0    
Thu Aug 31 18:12:00 CEST 2017  1     42    44      2    2280      00         0    
Wed Aug 30 15:10:01 CEST 2017  1     46    45      2    2360      00         0    
Wed Aug 30 15:10:05 CEST 2017  1     42    52      2    3160      00         0    
Wed Aug 30 15:10:08 CEST 2017  1     45    42      2    2648      00         0    
Wed Aug 30 15:10:11 CEST 2017  1     50    43      2    2776      00         0    
Wed Aug 30 15:10:12 CEST 2017  1     54    42      2    888      00         0    
Wed Aug 30 15:10:14 CEST 2017  2     41    42      2    37056      00         0    
Wed Aug 30 15:10:14 CEST 2017  1     51    39      2    1592      00         0    
Wed Aug 30 15:10:15 CEST 2017  2     43    47      2    856      00         0    
Wed Aug 30 15:10:15 CEST 2017  1     50    53      2    568      00         0    
Wed Aug 30 15:10:17 CEST 2017  1     47    44      2    1272      00         0    
Wed Aug 30 15:10:19 CEST 2017  2     48    49      2    3040      00         0    
Wed Aug 30 15:10:20 CEST 2017  2     49    50      2    848      00         0    
Wed Aug 30 15:10:23 CEST 2017  2     45    50      2    1928      00         0    
Wed Aug 30 15:10:27 CEST 2017  1     50    51      2    9088      00         0    
Wed Aug 30 15:10:28 CEST 2017  2     45    58      4    4808      00         0    
Wed Aug 30 15:10:28 CEST 2017  1     48    67      4    1040      00         0    
Wed Aug 30 15:10:30 CEST 2017  2     45    50      2    920      00         0    
Wed Aug 30 15:10:30 CEST 2017  1     42    44      2    1456      00         0    
Wed Aug 30 15:10:32 CEST 2017  2     42    42      2    1760      00         0    
Wed Aug 30 15:10:33 CEST 2017  2     38    42      2    864      00         0    
Wed Aug 30 15:10:34 CEST 2017  2     37    43      2    648      00         0    
Wed Aug 30 15:10:35 CEST 2017  1     46    49      2    4656      00         0    
Wed Aug 30 15:10:36 CEST 2017  2     37    45      2    1088      00         0    
Wed Aug 30 15:10:37 CEST 2017  2     33    39      2    496      00         0    
Wed Aug 30 15:10:40 CEST 2017  1     54    45      0    106      00         0    
Wed Aug 30 15:10:40 CEST 2017  1     54  254        11    4280      00         0    
Wed Aug 30 15:10:41 CEST 2017  2     33  131        6    2152      00         0    
Wed Aug 30 15:10:43 CEST 2017  2     34    44      2    1368      00         0    
Wed Aug 30 15:10:45 CEST 2017  1     51    40      2    3686      00         0    
Wed Aug 30 15:10:47 CEST 2017  1     47    39      2    1816      00         0    
Wed Aug 30 15:10:50 CEST 2017  2     43    40      2    6016      00         0    
Wed Aug 30 15:10:51 CEST 2017  2     43    57      2    1280      00         0    
Wed Aug 30 15:10:53 CEST 2017  2     41    46      2    1208      00         0    
Wed Aug 30 15:10:53 CEST 2017  1     52    50      2    5976      00         0    
Wed Aug 30 15:10:58 CEST 2017  1     53    38      2    3744      00         0    
Wed Aug 30 15:11:00 CEST 2017  1     50    37      2    1672      00         0    
Wed Aug 30 15:11:08 CEST 2017  1     61    52      2    7912      00         0    
Wed Aug 30 15:11:20 CEST 2017  1     54    43      2    11352      00         0    
Wed Aug 30 15:11:29 CEST 2017  1     48    44      2    8512      00         0    
Wed Aug 30 15:11:33 CEST 2017  1     46    54      4    3648      00         0    
Wed Aug 30 15:11:34 CEST 2017  1     45    40      2    880      00         0    
Wed Aug 30 15:11:37 CEST 2017  1     45    49      2    2448      00         0    
Wed Aug 30 15:11:39 CEST 2017  1     46    44      2    1648      00         0    
Wed Aug 30 15:11:44 CEST 2017  1     46    44      2    4704      00         0    
Wed Aug 30 15:11:47 CEST 2017  1     44    50      2    1464      00         0    
Wed Aug 30 15:11:49 CEST 2017  1     43    86      3    1176      00         0    
Wed Aug 30 15:11:50 CEST 2017  1     39    38      2    1296      00         0    
Wed Aug 30 15:11:52 CEST 2017  2     43    47      2    58072      00         0    
Wed Aug 30 15:11:53 CEST 2017  1     44    51      2    1696      00         0    
Wed Aug 30 15:11:57 CEST 2017  1     46    40      2    4000      00         0    
Wed Aug 30 15:12:00 CEST 2017  1     47    44      2    2528      00         0    
Wed Aug 30 15:12:01 CEST 2017  1     46    38      2    992      00         0    
Wed Aug 30 15:12:03 CEST 2017  2     57    44      2    11008      00         0    
Wed Aug 30 15:12:03 CEST 2017  1     45    39      2    1112      00         0    
Wed Aug 30 15:12:06 CEST 2017  1     40    49      2    1912      00         0    
Wed Aug 30 15:12:06 CEST 2017  2     61    48      2    2456      00         0    
Wed Aug 30 15:12:09 CEST 2017  1     44    51      2    2904      00         0    
Wed Aug 30 15:12:10 CEST 2017  2     46    42      2    3416      00         0    
Wed Aug 30 15:12:12 CEST 2017  2     38    39      2    1312      00         0    
Wed Aug 30 15:12:13 CEST 2017  2     38    45      2    992      00         0    
Wed Aug 30 15:12:14 CEST 2017  1     50    48      2    4200      00         0    
Wed Aug 30 15:12:16 CEST 2017  1     44    50      2    1920      00         0    
Wed Aug 30 15:12:18 CEST 2017  1     46    45      2    1680      00         0    
Wed Aug 30 15:12:21 CEST 2017  2     47    41      2    7192      00         0    
Wed Aug 30 15:12:22 CEST 2017  1     45    48      2    3368      00         0    
Wed Aug 30 15:12:23 CEST 2017  2     52    42      2    1304      00         0    
Wed Aug 30 15:12:25 CEST 2017  1     46    50      2    1888      00         0    
Wed Aug 30 15:12:27 CEST 2017  1     47    38      2    2376      00         0    
Wed Aug 30 15:12:30 CEST 2017  1     46    38      2    2080      00         0    
Wed Aug 30 15:12:33 CEST 2017  1     39  172        9    1256      00         0    
Wed Aug 30 15:12:35 CEST 2017  1     39    50      2    1624      00         0    
Wed Aug 30 15:12:39 CEST 2017  1     40    51      2    2776      00         0    
Wed Aug 30 15:12:41 CEST 2017  1     37    47      2    1720      00         0    
Wed Aug 30 15:12:44 CEST 2017  1     34  101        3    2048      00         0    
Wed Aug 30 15:12:46 CEST 2017  1     34    48      2    656      00         0    
Wed Aug 30 15:12:52 CEST 2017  1     53    40      2    6432      00         0    
Wed Aug 30 15:13:05 CEST 2017  1     54    46      2    11984      00         0    
Wed Aug 30 15:13:11 CEST 2017  1     53    42      2    5552      00         0    
Wed Aug 30 15:13:12 CEST 2017  1     54    48      2    424      00         0    
Wed Aug 30 15:13:15 CEST 2017  1     52    49      2    3208      00         0    
Wed Aug 30 15:13:21 CEST 2017  1     57    38      2    4888      00         0    
Wed Aug 30 15:13:23 CEST 2017  1     54    45      2    2168      00         0    
Wed Aug 30 15:13:24 CEST 2017  2     57    59      4    61480      00         0    
Wed Aug 30 15:13:26 CEST 2017  2     51    45      2    1144      00         0    
Wed Aug 30 15:13:27 CEST 2017  1     49    49      2    3184      00         0    
Wed Aug 30 15:13:28 CEST 2017  2     49    48      2    1576      00         0    
Wed Aug 30 15:13:30 CEST 2017  1     45    50      2    2744      00         0    
Wed Aug 30 15:13:30 CEST 2017  2     48    39      2    1488      00         0    
Fri Sep 01 07:50:00 CEST 2017  1     44    38      2    1624      00         0    
Fri Sep 01 07:50:02 CEST 2017  2     51    40      2    3232      00         0    
Fri Sep 01 07:50:03 CEST 2017  2     52    47      2    824      00         0    
Fri Sep 01 07:50:04 CEST 2017  1     43    51      2    3840      00         0    
Fri Sep 01 07:50:05 CEST 2017  2     48    51      2    1096      00         0    
Fri Sep 01 07:50:07 CEST 2017  2     51    41      2    2008      00         0    
Fri Sep 01 07:50:10 CEST 2017  1     48    43      2    5096      00         0    
Fri Sep 01 07:50:10 CEST 2017  2     56    53      2    1928      00         0    
Fri Sep 01 07:50:13 CEST 2017  2     49    46      2    2264      00         0    
Fri Sep 01 07:50:15 CEST 2017  2     50    46      2    1552      00         0    
Fri Sep 01 07:50:18 CEST 2017  2     43    47      2    2256      00         0    
Fri Sep 01 07:50:20 CEST 2017  2     41    45      2    1704      00         0    
Fri Sep 01 07:50:22 CEST 2017  1     43    51      2    11584      00         0    
Fri Sep 01 07:50:24 CEST 2017  2     48    43      2    3880      00         0    
Fri Sep 01 07:50:24 CEST 2017  1     37    48      2    1864      00         0    
Fri Sep 01 07:50:25 CEST 2017  2     47    44      2    496      00         0    
Fri Sep 01 07:50:26 CEST 2017  1     37    46      2    968      00         0    
Fri Sep 01 07:50:26 CEST 2017  2     45    47      2    992      00         0    
Fri Sep 01 07:50:27 CEST 2017  1     34    44      2    504      00         0    
Fri Sep 01 07:50:28 CEST 2017  2     40    47      2    688      00         0    
Fri Sep 01 07:50:29 CEST 2017  2     37    45      2    704      00         0    
Fri Sep 01 07:50:30 CEST 2017  1     39    55      2    1912      00         0    
Fri Sep 01 07:50:30 CEST 2017  2     39    37      2    384      00         0    
Fri Sep 01 07:50:31 CEST 2017  1     49    48      2    784      00         0    
Fri Sep 01 07:50:32 CEST 2017  2     35    44      2    1152      00         0    
Fri Sep 01 07:50:33 CEST 2017  1     45    49      2    1544      00         0    
Fri Sep 01 07:50:33 CEST 2017  2     36    34      2    520      00         0    
Fri Sep 01 07:50:34 CEST 2017  2     35    35      2    872      00         0    
Fri Sep 01 07:50:36 CEST 2017  2     34    42      2    1128      00         0    
Fri Sep 01 07:50:37 CEST 2017  1     50    39      2    4104      00         0    
Fri Sep 01 07:50:38 CEST 2017  2     34    42      2    1240      00         0    
Fri Sep 01 07:50:39 CEST 2017  2     33    38      2    1056      00         0    
Fri Sep 01 07:50:41 CEST 2017  2     34    46      2    1168      00         0    
Fri Sep 01 07:50:42 CEST 2017  1     50    40      2    4088      00         0    
Fri Sep 01 07:50:43 CEST 2017  2     35    42      2    1000      00         0    
Fri Sep 01 07:50:44 CEST 2017  2     34    39      2    640      00         0    
Fri Sep 01 07:50:46 CEST 2017  2     35    43      2    840      00         0    
Fri Sep 01 07:50:46 CEST 2017  1     46    38      2    3944      00         0    
Fri Sep 01 07:50:47 CEST 2017  2     35    43      2    960      00         0    
Fri Sep 01 07:50:50 CEST 2017  2     32    46      2    1712      00         0    
Fri Sep 01 07:50:50 CEST 2017  1     55    46      2    3080      00         0    
Fri Sep 01 07:50:51 CEST 2017  2     32    47      2    912      00         0    
Fri Sep 01 07:50:53 CEST 2017  1     48    64      4    2696      00         0    
Fri Sep 01 07:50:53 CEST 2017  2     35    44      2    1312      00         0    
Fri Sep 01 07:50:55 CEST 2017  2     34    36      2    912      00         0    
Fri Sep 01 07:50:56 CEST 2017  2     34    44      2    848      00         0    
Fri Sep 01 07:50:58 CEST 2017  2     34    51      2    760      00         0    
Fri Sep 01 07:50:59 CEST 2017  2     35    41      2    720      00         0    
Fri Sep 01 07:51:01 CEST 2017  2     37    48      2    1344      00         0    
Fri Sep 01 07:51:03 CEST 2017  2     36    43      2    1144      00         0    
Fri Sep 01 07:51:05 CEST 2017  2     36    49      2    1008      00         0    
Fri Sep 01 07:51:06 CEST 2017  1     60    46      2    12120      00         0    
Fri Sep 01 07:51:06 CEST 2017  2     38    38      2    1432      00         0    
Fri Sep 01 07:51:09 CEST 2017  2     29    43      2    2112      00         0    
Fri Sep 01 07:51:11 CEST 2017  2     28    45      2    1176      00         0    
Fri Sep 01 07:51:13 CEST 2017  2     22    44      2    1008      00         0    
Fri Sep 01 07:51:16 CEST 2017  2     5    40      0    0      00         0    
Fri Sep 01 07:51:22 CEST 2017  2     5    40      0    0      00         0    
Fri Sep 01 07:51:23 CEST 2017  1     60    39      2    17432      00         0    
Fri Sep 01 07:51:27 CEST 2017  2     5    40      0    0      00         0    
Fri Sep 01 07:51:28 CEST 2017  1     60    42      2    4200      00         0    
Fri Sep 01 07:51:32 CEST 2017  2     13    50      2    16760      00         0    
Fri Sep 01 07:51:41 CEST 2017  1     47    39      2    13024      00         0    
Fri Sep 01 07:51:44 CEST 2017  2     47    44      2    11544      00         0    
Fri Sep 01 07:51:44 CEST 2017  1     46    80      7    1872      00         0    
Fri Sep 01 07:51:45 CEST 2017  2     47    49      2    704      00         0    
Fri Sep 01 07:51:46 CEST 2017  1     49    51      2    1208      00         0    
Fri Sep 01 07:51:46 CEST 2017  2     47    49      2    1072      00         0    
Fri Sep 01 07:51:48 CEST 2017  1     45    54      2    1376      00         0    
Fri Sep 01 07:51:50 CEST 2017  2     35    51      2    2528      00         0    
Fri Sep 01 07:51:50 CEST 2017  1     53    50      2    2240      00         0    
Fri Sep 01 07:51:51 CEST 2017  1     55    41      2    512      00         0    
Fri Sep 01 07:51:52 CEST 2017  2     32    46      2    1960      00         0    
Fri Sep 01 07:51:55 CEST 2017  2     29    38      2    1528      00         0    
Fri Sep 01 07:51:56 CEST 2017  1     50    38      2    3960      00         0    
Fri Sep 01 07:51:57 CEST 2017  2     24    45      2    1424      00         0    
Fri Sep 01 07:51:57 CEST 2017  1     48    49      2    1272      00         0    
Fri Sep 01 07:51:59 CEST 2017  2     25    46      2    984      00         0    
Fri Sep 01 07:52:01 CEST 2017  2     20    48      2    1440      00         0    
Fri Sep 01 07:52:03 CEST 2017  1     48    56      2    4952      00         0    
Fri Sep 01 07:52:04 CEST 2017  2     23    40      2    1672      00         0    
Fri Sep 01 07:52:05 CEST 2017  2     25    37      2    496      00         0    
Fri Sep 01 07:52:06 CEST 2017  1     45    43      2    2760      00         0    
Fri Sep 01 07:52:07 CEST 2017  2     26    38      2    656      00         0    
Fri Sep 01 07:52:08 CEST 2017  2     26    36      2    600      00         0    
Fri Sep 01 07:52:11 CEST 2017  2     25    42      2    1624      00         0    
Fri Sep 01 07:52:13 CEST 2017  2     19    45      2    1320      00         0    
Fri Sep 01 07:52:16 CEST 2017  1     63    46      2    9904      00         0    
Fri Sep 01 07:52:18 CEST 2017  2     13    46      2    2968      00         0    
Fri Sep 01 07:52:21 CEST 2017  2     13    45      0    3570      00         0    
Fri Sep 01 07:52:23 CEST 2017  1     45    47      2    6256      00         0    
Fri Sep 01 07:52:27 CEST 2017  1     45    52      2    2864      00         0    
Fri Sep 01 07:52:29 CEST 2017  1     48    46      2    1976      00         0    
Fri Sep 01 07:52:37 CEST 2017  2     5    40      0    0      00         0    
Fri Sep 01 07:52:41 CEST 2017  2     10    36      2    17750      00         0    
Fri Sep 01 07:52:43 CEST 2017  1     52    41      2    13408      00         0    
Fri Sep 01 07:52:43 CEST 2017  2     17    33      2    1360      00         0    
Fri Sep 01 07:52:48 CEST 2017  2     20    48      2    3440      00         0    
Fri Sep 01 07:52:50 CEST 2017  2     24    40      2    1352      00         0    
Fri Sep 01 07:52:52 CEST 2017  2     29    39      2    1904      00         0    
Fri Sep 01 07:52:54 CEST 2017  2     32    41      2    1232      00         0    
Fri Sep 01 07:52:57 CEST 2017  2     33    47      2    1608      00         0    
Fri Sep 01 07:52:57 CEST 2017  1     48    52      2    13344      00         0    
Fri Sep 01 07:52:59 CEST 2017  2     32    47      2    1768      00         0    
Fri Sep 01 07:53:02 CEST 2017  2     30    39      2    1736      00         0    
Fri Sep 01 07:53:02 CEST 2017  1     51    48      2    4608      00         0    
Fri Sep 01 07:53:04 CEST 2017  2     29    36      2    1528      00         0    
Fri Sep 01 07:53:05 CEST 2017  1     53    43      2    3080      00         0    
Fri Sep 01 07:53:06 CEST 2017  2     29    48      2    968      00         0    
Fri Sep 01 07:53:07 CEST 2017  2     30    40      2    1144      00         0    
Fri Sep 01 07:53:09 CEST 2017  2     30    49      2    1288      00         0    
Fri Sep 01 07:53:12 CEST 2017  2     31    43      2    1752      00         0    
Fri Sep 01 07:53:14 CEST 2017  2     30    39      2    1136      00         0    
Fri Sep 01 07:53:15 CEST 2017  1     44    41      2    9520      00         0    
Fri Sep 01 07:53:16 CEST 2017  2     30    48      2    1472      00         0    
Fri Sep 01 07:53:17 CEST 2017  1     46    61      4    784      00         0    
Fri Sep 01 07:53:18 CEST 2017  2     29    41      2    1248      00         0    
Fri Sep 01 07:53:18 CEST 2017  1     46    43      2    896      00         0    
Fri Sep 01 07:53:20 CEST 2017  2     31    48      2    1048      00         0    
Fri Sep 01 07:53:20 CEST 2017  1     43    49      2    1600      00         0    
Fri Sep 01 07:53:21 CEST 2017  1     40    38      2    336      00         0    
Fri Sep 01 07:53:22 CEST 2017  2     30    46      2    1880      00         0    
Fri Sep 01 07:53:24 CEST 2017  1     55    43      2    3024      00         0    
Fri Sep 01 07:53:25 CEST 2017  2     30    48      2    1424      00         0    
Fri Sep 01 07:53:26 CEST 2017  2     30    41      2    1184      00         0    
Fri Sep 01 07:53:28 CEST 2017  2     31    44      2    1232      00         0    
Fri Sep 01 07:53:29 CEST 2017  1     49    46      2    4168      00         0    
Fri Sep 01 07:53:31 CEST 2017  2     30    47      2    1344      00         0    
Fri Sep 01 07:53:33 CEST 2017  2     29    48      2    1120      00         0    
Fri Sep 01 07:53:35 CEST 2017  1     52    49      2    4912      00         0    
Fri Sep 01 07:53:36 CEST 2017  2     30    46      2    2664      00         0    
Fri Sep 01 07:53:38 CEST 2017  2     30    76      4    952      00         0    
Fri Sep 01 07:53:40 CEST 2017  2     34    41      2    1552      00         0    
Fri Sep 01 07:53:41 CEST 2017  2     31    51      2    736      00         0    
Fri Sep 01 07:53:44 CEST 2017  2     31    48      2    1304      00         0    
Fri Sep 01 07:53:44 CEST 2017  1     48    44      2    9208      00         0    
Fri Sep 01 07:53:46 CEST 2017  2     28    44      2    1504      00         0    
Fri Sep 01 07:53:47 CEST 2017  1     53    49      2    2512      00         0    
Fri Sep 01 07:53:48 CEST 2017  2     27    37      2    1496      00         0    
Fri Sep 01 07:53:51 CEST 2017  2     26    52      2    1344      00         0    
Fri Sep 01 07:53:51 CEST 2017  1     50    41      2    3592      00         0    
Fri Sep 01 07:53:53 CEST 2017  2     28    43      2    2296      00         0    
Fri Sep 01 07:53:54 CEST 2017  1     48    49      2    1760      00         0    
